,credit_score,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,geography_Germany,geography_Spain,gender_Male
2048,567,35,5.0,166118.45,2,1,0,127827.18,0,0,0
7190,597,52,5.0,83693.34,2,1,1,161083.53,1,0,1
1536,838,34,8.0,0.0,2,1,0,27472.07,0,0,0
6936,592,31,5.0,84102.11,2,0,1,116385.24,0,0,0
1353,626,29,7.0,0.0,2,1,0,49361.84,0,1,1
6805,614,35,1.0,0.0,2,1,1,3342.62,0,0,0
8136,716,38,1.0,0.0,2,1,1,99661.46,0,0,0
5202,597,22,6.0,101528.61,1,1,0,70529.0,1,0,0
7468,542,26,2.0,0.0,2,1,1,54869.54,0,1,0
2168,705,56,5.0,143249.67,1,1,0,88428.41,1,0,0
3776,750,33,2.0,152302.72,1,1,0,71333.44,0,0,1
6632,694,31,5.0,0.0,1,1,0,35593.18,0,1,1
1530,611,26,2.0,107508.93,2,1,1,120801.65,0,0,0
9045,766,27,5.0,126285.73,1,1,0,177614.17,1,0,1
7733,694,58,1.0,143212.22,1,0,0,102628.56,1,0,0
2241,681,42,3.0,118199.97,2,1,0,9452.88,1,0,1
4279,604,33,3.0,148659.48,1,0,0,42437.75,0,0,1
1611,760,49,9.0,91502.99,1,1,0,117232.9,1,0,0
362,648,50,9.0,102535.57,1,1,1,189543.19,0,0,0
5781,636,36,6.0,96643.32,1,0,0,182059.28,1,0,1
5317,700,37,1.0,135179.49,1,1,0,160670.37,0,0,1
752,490,35,7.0,107749.03,1,1,1,3937.37,0,0,0
678,788,70,1.0,0.0,2,1,1,41610.62,0,1,0
2162,700,34,2.0,76322.69,1,1,0,128136.29,0,0,0
7463,512,36,0.0,129804.17,1,1,0,53020.9,0,0,1
5439,713,61,5.0,149525.34,2,1,0,123663.63,1,0,0
4074,718,35,2.0,167924.95,1,1,0,43024.64,0,0,0
2102,755,33,6.0,90560.3,2,1,1,42607.69,1,0,0
80,665,34,1.0,96645.54,2,0,0,171413.66,0,0,0
1008,444,45,6.0,0.0,1,1,0,130009.85,0,0,1
4139,564,40,7.0,108407.34,1,1,1,83681.2,1,0,1
2622,627,27,0.0,185267.45,2,1,1,77027.34,1,0,1
4457,713,47,1.0,95994.98,1,1,0,197529.23,1,0,1
5625,508,60,7.0,143262.04,1,1,1,129562.74,0,0,0
3696,595,39,7.0,120962.13,1,0,0,23305.01,0,0,0
8981,673,35,6.0,0.0,2,1,0,98618.79,0,1,0
4692,602,30,9.0,113672.18,2,0,0,102135.92,0,1,1
4784,664,53,7.0,187602.18,1,1,0,186392.99,0,1,0
333,584,30,8.0,112013.81,1,1,0,177772.03,1,0,0
1984,531,45,1.0,126495.57,2,1,1,164741.5,0,1,0
1831,632,36,5.0,0.0,2,1,1,52526.65,0,0,0
7627,670,40,3.0,0.0,1,1,1,182650.15,0,1,0
90,647,44,5.0,0.0,3,1,1,174205.22,0,1,0
6909,666,43,5.0,0.0,2,1,0,29346.1,0,1,1
1430,820,29,3.0,82344.84,1,0,1,115985.38,0,0,0
8226,804,38,3.0,124197.22,1,1,0,74692.06,0,1,0
7579,601,40,10.0,127847.86,1,0,0,173245.68,0,0,1
1768,760,28,1.0,141038.57,2,0,0,16287.38,0,1,1
1360,647,22,3.0,97975.82,2,0,1,62083.0,1,0,0
7665,540,37,0.0,120825.7,1,1,0,28257.89,0,1,1
8843,620,42,4.0,106920.91,1,0,1,119747.08,0,1,1
2840,528,40,4.0,0.0,2,1,0,25399.7,0,1,1
2965,499,36,5.0,131142.53,2,1,0,174918.46,1,0,1
7607,838,41,5.0,0.0,2,1,0,81313.51,0,1,0
7145,683,30,4.0,114779.35,1,0,0,183171.47,0,0,1
4800,690,39,6.0,0.0,2,1,0,160532.88,0,0,1
5832,709,26,6.0,156551.63,1,0,1,4410.77,0,0,1
8530,808,33,2.0,103516.87,1,1,0,113907.8,0,0,0
2776,689,39,7.0,0.0,2,0,0,14917.09,0,0,1
7924,833,47,2.0,0.0,2,1,1,182247.77,0,0,1
5929,699,32,3.0,0.0,2,1,1,170770.44,0,0,1
5795,709,39,8.0,0.0,2,1,0,56214.09,0,0,1
5058,714,37,9.0,148466.93,2,0,1,151280.96,0,0,1
2028,458,39,9.0,0.0,2,1,0,116343.09,0,0,0
8567,699,30,9.0,0.0,1,1,1,108162.13,0,0,1
6198,573,31,0.0,134644.19,1,1,1,70381.49,1,0,1
2642,637,22,5.0,98800.0,1,1,0,122865.55,0,1,0
6592,685,33,6.0,0.0,2,0,1,186785.01,0,0,0
4294,579,42,3.0,137560.38,2,1,1,85424.34,1,0,0
4773,646,35,1.0,121952.75,2,1,1,142839.82,1,0,0
7423,699,36,2.0,123601.56,2,1,0,103557.85,1,0,1
5486,771,41,5.0,0.0,2,0,1,92914.67,0,1,0
1300,538,37,5.0,134752.08,1,1,0,162511.55,0,0,1
481,525,23,5.0,0.0,2,1,0,160249.1,0,0,0
11,497,24,3.0,0.0,2,1,0,76390.01,0,1,1
5419,740,56,4.0,99097.33,1,1,1,85016.64,0,1,0
2685,679,60,6.0,0.0,2,1,1,77331.77,0,0,1
9544,648,37,5.0,138503.51,2,1,0,57215.85,1,0,0
4353,805,31,4.0,0.0,2,1,0,4798.12,0,0,0
5027,681,37,8.0,73179.34,2,1,1,25292.53,1,0,1
5713,537,47,10.0,0.0,2,0,1,25482.62,0,0,1
9884,751,48,4.0,0.0,1,0,1,30165.06,0,0,0
8034,622,42,9.0,0.0,2,1,0,119127.06,0,1,1
8281,567,40,5.0,28649.64,1,1,1,95140.62,0,1,1
6983,706,35,5.0,0.0,2,1,1,81718.37,0,0,1
7613,634,37,7.0,51582.5,2,1,1,184312.88,0,0,0
1706,719,38,0.0,0.0,1,1,0,126876.47,0,1,1
3258,698,36,7.0,121263.62,1,1,1,13387.88,1,0,0
8831,599,41,2.0,91328.71,1,1,0,115724.78,0,0,0
8189,715,21,8.0,0.0,2,1,0,68666.63,0,0,1
8003,603,57,6.0,105000.85,2,1,1,87412.24,0,1,1
2944,576,32,7.0,0.0,2,1,0,4660.91,0,0,1
9787,553,32,7.0,64082.09,1,0,1,109159.58,0,0,1
5411,642,40,5.0,0.0,2,1,0,10712.82,0,0,0
7967,583,40,9.0,112701.04,1,0,0,29213.63,0,0,1
2779,733,38,5.0,111347.37,2,0,1,194872.97,1,0,1
940,710,35,1.0,106518.52,1,1,1,127951.81,0,1,1
8649,850,30,3.0,104911.35,2,1,1,42933.26,1,0,0
6124,736,32,7.0,0.0,1,0,1,79082.62,0,1,1
4468,437,39,0.0,102721.49,1,0,0,22191.82,0,0,0
3760,835,38,7.0,86824.09,1,0,0,175905.97,0,1,1
9994,800,29,2.0,0.0,2,0,0,167773.55,0,0,0
7289,627,35,7.0,0.0,1,1,0,187718.26,0,1,0
5701,625,49,4.0,128504.76,1,1,0,126812.63,1,0,0
8470,662,26,0.0,0.0,2,0,1,72929.96,0,0,1
8100,663,40,6.0,156218.19,1,0,1,33607.72,0,0,1
502,774,60,5.0,85891.55,1,1,0,74135.48,0,0,1
5941,612,33,0.0,64900.32,2,1,0,102426.12,0,0,0
1840,464,34,5.0,76001.57,1,1,1,158668.87,0,1,0
5785,753,48,4.0,0.0,2,0,1,146821.42,0,0,1
7210,648,28,9.0,102282.61,1,1,1,157891.11,0,1,0
2977,505,45,5.0,131355.3,3,1,0,195395.33,0,1,0
9574,554,37,3.0,0.0,2,1,0,166177.3,0,1,1
5281,687,31,3.0,0.0,2,0,0,48228.1,0,1,1
2314,561,28,3.0,0.0,2,1,0,191387.76,0,1,0
5585,432,38,2.0,135559.8,2,1,1,71856.3,1,0,1
265,531,36,9.0,99240.51,1,1,0,123137.01,0,1,0
786,688,26,1.0,0.0,2,1,1,104435.94,0,0,1
1434,552,41,9.0,124349.34,1,1,0,135635.25,0,0,0
279,714,46,1.0,0.0,1,1,0,152167.79,0,0,1
5887,675,33,0.0,141816.25,1,1,0,64815.05,1,0,0
3945,657,40,10.0,0.0,2,1,1,52990.7,0,1,1
4303,573,56,3.0,154669.77,1,0,1,115462.27,0,1,1
4194,572,54,9.0,97382.53,1,1,1,195771.95,1,0,0
9022,712,23,2.0,0.0,2,0,1,66795.78,0,0,1
2496,567,45,5.0,0.0,2,0,1,121053.19,0,0,0
7161,690,36,6.0,110480.48,1,0,0,81292.33,0,0,0
5476,828,47,5.0,109876.82,2,1,0,83611.45,0,1,1
3254,552,50,4.0,121175.56,1,1,0,117505.07,1,0,1
1291,734,37,2.0,130404.92,1,0,0,34548.74,0,1,0
7045,850,36,6.0,0.0,2,1,1,190194.95,0,0,0
791,611,49,3.0,0.0,2,1,1,142917.54,0,0,1
5423,794,35,6.0,0.0,2,1,1,68730.91,0,0,1
5596,597,35,9.0,0.0,3,0,1,73181.39,0,1,1
9299,824,26,5.0,146266.0,1,1,0,21903.62,0,0,1
1077,658,29,3.0,145512.84,1,1,0,20207.02,0,0,1
7979,555,26,7.0,0.0,2,1,0,93122.41,0,0,0
9446,544,30,4.0,73218.89,1,0,1,126796.69,0,0,1
5803,526,38,2.0,0.0,2,0,0,58010.98,0,1,1
1891,584,37,1.0,0.0,2,1,1,180363.56,0,0,0
6339,644,24,8.0,92760.55,1,1,0,35896.75,0,0,0
3677,631,33,2.0,0.0,2,1,1,158268.84,0,1,1
4786,577,34,2.0,0.0,2,1,1,84033.35,0,0,0
8059,728,34,6.0,90425.15,2,1,1,11597.69,0,0,0
946,599,39,4.0,0.0,1,1,0,194273.2,0,1,0
7011,697,25,1.0,0.0,2,0,0,87803.32,0,0,0
1714,730,45,6.0,152880.97,1,0,0,162478.11,1,0,1
8651,512,43,1.0,0.0,2,1,1,52471.36,0,0,1
600,601,43,8.0,0.0,3,0,1,110916.15,0,0,0
9234,642,49,4.0,120688.61,1,1,0,24770.22,1,0,1
6583,727,21,8.0,153344.72,1,1,1,163295.87,1,0,1
9117,703,32,6.0,0.0,2,0,0,33606.52,0,0,0
4264,667,56,8.0,137464.04,1,1,0,130846.79,1,0,0
4728,501,40,5.0,114655.58,1,0,0,126535.92,1,0,1
5723,687,26,6.0,0.0,2,1,1,32909.13,0,0,0
7881,774,46,9.0,0.0,2,1,1,34774.26,0,1,1
647,578,38,7.0,82259.29,1,1,0,8996.97,0,0,1
4495,789,32,7.0,69423.52,1,1,0,107499.39,0,0,0
2888,795,37,2.0,139265.63,2,1,1,198745.94,1,0,1
6655,554,44,5.0,85304.27,1,1,1,58076.52,0,0,1
4512,666,51,2.0,148222.65,1,0,0,156953.54,0,0,1
3710,645,30,1.0,125739.26,1,1,1,193441.23,0,0,1
5242,655,40,0.0,81954.6,1,1,1,198798.44,1,0,0
1659,680,31,9.0,119825.75,2,1,1,101139.3,0,1,0
2645,755,23,5.0,84284.48,2,1,1,62851.6,0,0,1
1,608,41,1.0,83807.86,1,0,1,112542.58,0,1,0
4141,850,39,5.0,141829.67,1,1,1,92748.16,0,1,1
3019,577,29,7.0,0.0,2,1,1,55473.15,0,0,1
616,754,39,6.0,170184.99,2,1,0,89593.26,0,1,1
7694,676,64,4.0,116954.32,1,1,1,91149.48,0,1,0
8681,565,40,2.0,0.0,2,1,1,129956.13,0,0,0
7553,719,35,8.0,0.0,1,1,1,165162.4,0,1,0
84,493,46,4.0,0.0,2,1,0,1907.66,0,0,0
3575,640,66,9.0,116037.76,1,0,1,184636.05,0,0,0
9791,825,35,6.0,118336.95,1,1,0,26342.33,1,0,0
7417,730,37,5.0,124053.03,1,1,0,118591.67,1,0,0
2017,728,37,4.0,0.0,1,0,0,4539.38,0,1,0
8122,564,53,2.0,45472.28,1,1,1,41055.71,0,0,0
1670,559,24,3.0,114739.92,1,1,0,85891.02,0,1,1
794,654,29,1.0,0.0,1,1,0,180345.44,0,0,1
7274,652,34,5.0,97435.85,2,1,1,104331.76,0,0,0
4916,539,39,6.0,62052.28,1,0,1,59755.14,0,1,0
7152,529,46,8.0,0.0,1,0,0,126511.94,0,0,1
4189,598,32,4.0,111156.52,1,1,1,167376.26,0,0,0
2160,727,28,5.0,0.0,2,0,1,19653.08,0,0,1
1466,633,29,7.0,169988.35,1,1,0,4272.0,0,0,0
1059,850,38,5.0,80293.98,1,0,0,126555.74,0,0,1
9658,713,39,10.0,0.0,2,1,1,126263.97,0,0,0
9929,755,38,4.0,111096.91,1,1,1,19762.88,1,0,1
9344,727,28,2.0,110997.76,1,1,0,101433.76,0,0,0
1756,618,37,2.0,168178.21,2,0,1,101273.23,0,0,1
8807,586,60,3.0,47020.65,2,0,1,63241.21,0,0,0
8231,787,43,0.0,132217.45,1,1,0,20955.03,1,0,1
2900,626,26,5.0,148610.41,3,0,1,104502.02,0,1,0
1079,664,32,10.0,107209.73,1,1,1,112340.2,0,0,1
6083,519,38,1.0,114141.64,1,1,1,60988.21,1,0,1
8222,604,25,7.0,165413.43,1,1,1,35279.74,1,0,1
3027,774,42,3.0,137781.65,1,0,0,199316.19,0,0,0
2170,554,40,4.0,0.0,1,0,1,168780.04,0,0,1
5726,688,46,8.0,155681.72,1,1,0,26287.21,0,1,0
1843,587,36,1.0,134997.49,2,1,0,44688.08,0,0,0
5590,775,25,10.0,60205.2,2,1,0,14073.11,1,0,1
5664,667,71,4.0,137260.78,1,0,1,94433.08,0,1,1
495,765,36,8.0,92310.54,2,1,1,72924.56,1,0,1
5775,619,49,9.0,145359.99,1,1,0,38186.85,0,0,0
851,667,48,1.0,97133.92,2,0,0,113316.77,1,0,0
2492,520,31,3.0,108914.17,1,1,1,183572.39,1,0,0
1972,733,30,0.0,83319.28,1,0,0,57769.2,0,1,0
6500,582,43,5.0,153313.67,1,0,0,170563.73,0,0,0
2861,525,25,6.0,0.0,2,1,0,89566.64,0,0,0
6183,611,53,3.0,83568.26,1,0,0,1235.49,0,0,1
4373,546,45,2.0,0.0,1,0,0,197789.83,0,1,0
5223,662,72,7.0,140301.72,1,0,1,179258.67,0,1,0
9699,763,23,2.0,0.0,2,1,0,153983.99,0,0,0
6946,418,36,7.0,90145.04,1,1,1,69157.93,0,0,1
6854,738,36,5.0,0.0,2,1,1,96881.32,0,1,1
5074,598,38,0.0,125487.89,1,0,0,158111.71,0,0,1
6822,669,47,0.0,63723.78,2,1,1,181928.25,1,0,1
8002,590,37,1.0,0.0,2,0,0,133535.99,0,1,1
230,673,72,1.0,0.0,2,0,1,111981.19,0,0,1
9436,684,38,4.0,0.0,3,1,0,75609.84,0,0,1
2098,601,43,2.0,0.0,1,1,0,49713.87,0,0,0
8199,810,32,5.0,120879.73,2,0,1,78896.59,0,0,1
6123,465,33,6.0,0.0,2,1,1,95500.98,0,1,0
3701,603,46,2.0,0.0,2,1,1,59563.49,0,0,1
6872,850,27,7.0,43658.33,2,1,1,3025.49,0,0,0
8587,588,41,2.0,131341.46,2,0,1,7034.94,1,0,1
5472,457,42,4.0,126772.57,1,0,1,126106.4,1,0,1
1593,591,36,7.0,135216.8,1,1,1,122022.89,0,1,1
918,784,35,3.0,0.0,2,0,0,81483.64,0,1,1
1255,624,46,3.0,0.0,2,1,1,62825.03,0,1,1
3913,553,53,5.0,127997.83,1,1,0,165378.66,1,0,1
1298,683,30,10.0,57657.49,1,0,0,79240.9,0,0,1
639,785,36,4.0,135438.4,1,0,0,190627.01,0,0,0
7296,663,37,8.0,155303.71,1,1,0,118716.63,1,0,0
4323,616,43,3.0,120867.18,1,1,0,18761.92,0,1,0
9719,516,47,9.0,128298.74,1,0,0,149614.17,1,0,0
5566,633,42,3.0,126041.02,1,0,1,11796.89,1,0,1
1855,785,47,9.0,122031.55,1,1,1,33823.5,0,0,0
3012,849,41,9.0,115465.28,1,1,0,103174.5,0,0,0
7511,757,38,0.0,0.0,1,1,0,83263.06,0,0,1
8384,755,34,3.0,0.0,2,1,1,158816.03,0,0,1
8250,850,35,9.0,0.0,2,0,0,25329.48,0,0,0
1910,617,42,0.0,70105.87,1,1,1,120830.73,0,1,1
3815,650,33,0.0,98064.97,1,1,0,52411.99,0,0,1
7525,580,35,9.0,121355.19,1,0,1,35671.45,1,0,1
2913,787,40,6.0,0.0,2,1,1,84151.98,0,0,0
5182,670,31,2.0,57530.06,1,1,1,181893.31,0,0,0
1696,814,44,8.0,95488.82,2,0,0,107013.59,1,0,1
7749,785,38,1.0,0.0,1,1,0,134964.85,0,0,0
3908,655,37,1.0,0.0,1,1,1,106040.97,0,1,1
5895,738,37,7.0,140950.92,2,1,0,195333.98,1,0,1
6615,661,26,8.0,0.0,2,0,0,196875.87,0,0,1
3622,592,55,8.0,85845.43,2,1,1,128918.42,0,1,1
7572,586,37,8.0,167735.69,2,0,1,104665.79,1,0,1
6531,518,45,8.0,0.0,2,1,1,36193.07,0,0,0
3785,752,45,3.0,105426.5,2,0,1,89773.45,1,0,0
9595,597,61,5.0,0.0,2,1,1,81299.17,0,0,1
2717,775,70,6.0,119684.88,2,1,1,74532.02,1,0,1
8541,647,47,5.0,105603.21,2,1,1,157360.9,0,1,1
9526,642,18,5.0,111183.53,2,0,1,10063.75,1,0,1
5916,633,39,2.0,0.0,2,0,0,191207.03,0,1,0
1055,545,74,5.0,0.0,2,1,1,161326.73,0,1,0
8200,767,47,5.0,0.0,1,1,0,121964.46,0,1,1
7884,638,36,6.0,188455.19,1,0,0,47031.4,0,0,1
8120,523,45,5.0,0.0,2,1,1,121428.2,0,0,1
7863,746,47,8.0,142382.03,1,1,1,62086.62,0,0,1
7831,749,42,2.0,56726.83,2,0,1,185543.35,0,0,1
4764,696,36,3.0,0.0,3,1,0,65039.9,0,1,0
2877,657,67,5.0,119785.47,2,1,1,107534.32,0,1,1
6372,635,47,2.0,125724.95,2,1,0,63236.97,0,0,0
7466,700,30,4.0,116377.48,1,1,1,134417.31,1,0,0
239,703,28,2.0,81173.83,2,0,1,162812.16,0,0,1
3474,720,33,6.0,97188.62,1,0,0,91881.29,0,1,1
4231,628,36,3.0,0.0,2,1,1,8742.91,0,0,1
4161,736,43,5.0,176134.54,1,1,1,52856.88,0,0,1
4056,655,28,3.0,113811.85,2,0,1,76844.23,0,1,0
3506,445,45,10.0,0.0,2,0,1,90977.48,0,1,1
9274,560,33,5.0,0.0,1,0,1,183358.21,0,1,0
9495,680,33,5.0,183768.47,1,1,0,164119.35,0,0,1
3679,650,25,7.0,160599.06,2,1,1,28391.52,0,1,1
9478,782,53,1.0,81571.05,1,1,0,182960.46,1,0,0
738,725,46,5.0,0.0,2,1,0,161767.38,0,0,1
6862,586,33,9.0,0.0,1,1,0,6975.02,0,0,1
3405,694,60,9.0,0.0,1,1,1,57088.97,0,0,1
1619,656,18,10.0,151762.74,1,0,1,127014.32,0,0,1
5840,616,71,4.0,0.0,2,1,1,173599.38,0,1,1
1365,625,43,8.0,201696.07,1,1,0,133020.9,0,0,1
4651,524,25,7.0,131402.21,1,0,0,193668.49,1,0,0
7781,705,34,7.0,117715.84,1,1,0,2498.67,0,0,1
1921,658,35,5.0,126397.66,1,0,0,156361.58,0,0,0
7017,646,25,5.0,182876.88,2,1,1,42537.59,0,1,1
2772,597,72,6.0,124978.19,2,1,1,7144.46,1,0,0
1418,521,40,9.0,134504.78,1,1,0,18082.06,1,0,0
6849,716,44,1.0,0.0,1,1,1,152108.47,0,0,0
3665,733,42,9.0,150507.21,1,0,1,169964.12,0,0,1
7847,643,20,0.0,133313.34,1,1,1,3965.69,0,1,0
6497,669,50,5.0,201009.64,1,1,0,158032.5,0,0,1
8350,556,38,2.0,114756.14,1,1,0,193214.05,0,0,1
8308,556,36,7.0,154872.08,2,1,1,32044.64,0,0,1
7740,665,51,8.0,0.0,1,1,1,38928.48,0,1,0
5251,619,39,5.0,0.0,2,1,1,158444.61,0,0,1
1808,739,41,5.0,0.0,2,0,0,143882.25,0,0,1
9519,610,27,2.0,0.0,2,1,0,14546.76,0,0,0
1901,796,67,5.0,0.0,2,0,1,54871.02,0,1,1
191,512,36,3.0,84327.77,2,1,0,17675.36,0,0,0
9794,685,23,5.0,164902.43,1,0,0,141152.28,0,1,1
6776,621,43,8.0,0.0,1,0,0,102806.6,0,1,0
3324,808,47,8.0,139196.0,1,0,1,74028.36,0,1,1
1803,577,26,1.0,180530.51,1,0,0,123454.62,0,0,0
3874,813,25,5.0,123616.43,1,0,1,132959.33,1,0,0
9980,741,35,6.0,74371.49,1,0,0,99595.67,0,1,1
1415,799,28,7.0,167658.33,2,1,1,111138.25,1,0,1
3089,743,40,8.0,68155.59,1,1,0,94876.65,0,0,1
7809,579,43,2.0,145843.82,1,1,1,198402.37,0,1,1
6179,591,34,4.0,150635.3,1,1,1,72274.84,1,0,0
81,777,32,2.0,0.0,1,1,0,136458.19,0,0,0
998,811,28,4.0,167738.82,2,1,1,9903.42,1,0,0
6273,743,43,2.0,161807.18,2,0,1,93228.86,0,1,1
5880,537,28,5.0,88963.31,2,1,1,189839.93,0,0,1
8063,549,34,6.0,204017.4,2,1,0,109538.35,1,0,1
5633,821,28,2.0,0.0,2,1,0,46072.52,0,0,1
2715,649,38,1.0,122214.0,1,0,1,88965.46,0,0,1
9882,771,50,3.0,105229.72,1,1,1,16281.68,0,0,1
905,672,45,9.0,0.0,1,1,1,92027.69,0,0,0
6246,633,40,4.0,150578.0,1,0,1,34670.62,0,0,1
5447,726,50,9.0,94504.35,1,0,1,5078.9,1,0,1
7750,550,25,0.0,0.0,2,1,1,184221.11,0,0,1
3503,543,35,5.0,137482.19,1,0,0,62389.35,0,0,1
7538,601,28,6.0,0.0,2,1,0,14665.28,0,1,1
3395,759,22,5.0,0.0,1,1,0,22303.17,0,0,0
7620,579,27,9.0,0.0,2,1,0,126838.7,0,0,0
8177,678,40,8.0,128644.46,1,0,0,167673.37,1,0,0
1856,527,29,2.0,27755.97,1,1,0,97468.44,0,1,0
3256,735,38,7.0,86131.71,2,0,0,93478.96,0,1,1
839,507,36,4.0,83543.37,1,0,0,140134.43,0,0,1
772,589,32,2.0,0.0,2,0,1,9468.64,0,0,1
2114,732,33,8.0,0.0,1,1,0,119882.7,0,1,1
445,748,26,1.0,77780.29,1,0,1,183049.41,0,0,0
2730,670,30,3.0,133446.34,1,0,0,3154.95,0,1,1
2894,531,31,3.0,0.0,1,1,1,42589.33,0,0,1
4685,537,42,1.0,190569.23,1,0,1,127154.8,0,1,1
6600,505,36,2.0,79951.9,1,0,1,174123.16,0,0,0
434,683,33,8.0,0.0,1,0,0,73564.44,0,0,1
2828,527,33,9.0,132168.28,1,0,0,98734.15,0,1,1
1877,770,55,9.0,63127.41,2,1,0,185211.28,0,1,1
2000,842,58,1.0,63492.94,1,1,1,83172.19,0,0,1
9558,623,46,4.0,0.0,1,1,0,5549.11,0,1,1
2029,520,33,4.0,156297.58,2,1,1,166102.61,0,0,1
7869,651,45,8.0,95922.9,1,1,0,84782.42,0,1,0
1784,658,36,8.0,174060.46,1,1,1,94925.62,0,0,1
1451,551,38,10.0,0.0,2,1,1,216.27,0,0,0
6078,548,41,4.0,82596.8,1,0,1,55672.09,0,0,0
2759,709,37,7.0,0.0,1,1,0,159486.76,0,0,1
2562,763,58,9.0,187911.55,1,0,1,35825.18,0,0,0
6806,478,35,1.0,92474.05,1,1,0,178626.07,0,0,1
549,749,24,1.0,0.0,3,1,1,47911.03,0,0,1
834,633,30,6.0,0.0,2,0,0,41642.29,0,0,0
9033,806,34,2.0,96152.68,2,1,0,143711.02,1,0,1
9577,841,52,3.0,112383.03,1,1,0,85516.37,1,0,0
8165,606,37,8.0,154712.58,2,1,0,89099.18,0,1,1
4177,709,32,7.0,0.0,2,1,1,199418.02,0,0,0
2483,750,37,3.0,0.0,2,1,0,16870.2,0,0,1
6227,588,34,3.0,120777.88,1,1,1,131729.52,0,0,0
7096,559,38,3.0,145874.35,1,1,0,56311.39,0,1,1
6310,685,43,5.0,97392.18,2,1,0,43956.83,0,1,1
7512,641,50,6.0,153590.73,2,1,1,130910.78,0,0,1
2973,591,56,9.0,128882.49,1,1,1,196241.94,0,0,0
2984,663,35,9.0,0.0,2,1,1,195580.28,0,0,1
4181,656,26,4.0,139584.57,1,1,0,36308.93,0,1,1
3126,656,43,7.0,134919.85,1,1,0,194691.95,0,0,1
1475,634,26,8.0,0.0,1,1,0,21760.96,0,0,1
2012,841,74,9.0,108131.53,1,0,1,60830.38,0,0,1
6814,445,25,6.0,0.0,2,1,0,119425.94,0,0,1
3485,604,33,3.0,0.0,1,1,0,42171.13,0,0,1
1602,571,42,4.0,108825.34,3,1,0,55558.51,0,0,0
7147,724,36,1.0,0.0,2,1,0,52462.25,0,1,1
6484,719,44,5.0,0.0,2,1,0,196582.19,0,1,1
5463,731,36,6.0,0.0,1,0,0,152128.36,0,0,0
6091,850,33,2.0,83415.04,1,0,1,74917.64,1,0,0
210,689,33,2.0,161814.64,2,1,0,169381.9,1,0,1
8256,671,58,1.0,178713.98,1,1,1,21768.21,0,1,1
8802,792,40,5.0,0.0,1,1,0,141652.2,0,1,0
2491,612,26,4.0,0.0,2,1,1,179780.74,0,1,0
9419,686,26,1.0,57422.62,1,1,1,79189.4,1,0,1
2177,667,24,4.0,0.0,2,0,1,34335.55,0,0,0
3686,706,18,2.0,176139.5,2,1,0,129654.22,0,0,1
8057,816,34,2.0,108410.87,2,1,0,102908.91,1,0,0
3599,613,41,7.0,0.0,2,1,0,60297.72,0,0,1
5355,597,29,1.0,132144.35,1,1,0,158086.33,0,0,0
2635,592,27,4.0,0.0,2,1,1,183569.25,0,0,0
6895,610,49,6.0,113882.33,1,1,0,195813.81,1,0,1
2298,607,61,2.0,164523.5,2,1,1,35786.76,1,0,1
827,758,56,1.0,0.0,2,1,1,10643.38,0,1,1
5131,664,40,7.0,125608.72,1,1,0,122073.48,0,0,1
6424,743,43,5.0,0.0,2,0,0,113079.19,0,0,1
766,700,82,2.0,0.0,2,0,1,182055.36,0,0,0
5518,628,39,6.0,0.0,2,0,0,134441.6,0,0,1
1522,787,35,1.0,106266.8,1,1,1,16607.15,0,0,0
8239,639,34,7.0,149940.04,2,0,0,156648.81,0,1,1
1088,850,22,2.0,0.0,2,1,1,9684.52,0,1,1
3400,676,31,3.0,78990.15,1,1,1,124777.14,0,0,1
3775,528,22,5.0,93547.23,2,0,1,961.57,1,0,1
5063,614,41,7.0,146997.64,2,0,0,137791.18,0,1,0
4590,635,78,5.0,47536.4,1,1,1,119400.08,0,0,0
3962,712,33,2.0,182888.08,1,1,0,3061.0,0,0,1
211,603,31,8.0,0.0,2,1,1,169915.02,0,0,1
8016,569,41,2.0,0.0,2,1,0,134272.57,0,1,1
4300,700,28,3.0,99705.69,2,0,0,146723.72,1,0,0
5511,667,32,0.0,103846.65,1,1,0,20560.69,1,0,1
1892,634,31,8.0,76798.92,1,0,0,196021.73,1,0,0
675,563,39,5.0,0.0,2,1,1,17603.81,0,0,0
7041,438,38,2.0,0.0,2,1,0,136859.55,0,0,1
9782,509,18,7.0,102983.91,1,1,0,171770.58,0,0,1
6224,777,39,8.0,0.0,2,1,1,18613.52,0,0,1
6604,774,47,5.0,94722.88,1,0,1,61450.96,0,0,0
9343,845,43,3.0,152063.59,2,1,0,97910.06,1,0,0
729,499,57,1.0,0.0,1,0,0,131372.38,0,0,0
5197,804,71,8.0,0.0,2,0,1,147995.96,0,0,0
9383,716,23,2.0,94464.81,2,0,1,185900.88,0,0,0
8528,534,35,4.0,0.0,2,0,0,9541.15,0,1,1
4808,643,33,5.0,137811.75,1,1,1,184856.89,0,0,0
6128,819,35,1.0,0.0,2,0,1,3385.04,0,0,1
6361,416,25,0.0,97738.97,2,1,1,160523.33,1,0,0
328,671,35,1.0,144848.74,1,1,1,179012.3,1,0,1
9556,769,34,7.0,115101.5,1,0,0,57841.89,1,0,1
980,594,27,0.0,197041.8,1,0,0,151912.49,0,0,1
9756,648,43,7.0,81153.82,1,1,1,144532.85,0,1,0
